cpu_usage,ram_usage,disk_write_bytes,net_sent,net_recv,process_count,keystrokes,mouse_clicks,mouse_moves,label
6.442377057,70.03614441,230776409,67166502,71534524,207,5,2,100,0
6.05540293,59.80233942,222297582,65255039,86529187,232,7,2,132,0
4.33129559,68.76924123,261081488,50822370,65518910,206,3,1,125,0
4.867562339,53.13715742,369002905,49951671,83182633,237,1,2,118,0
4.929420626,69.31928549,372876675,77682328,55347826,220,7,1,112,0
4.749870839,55.92333312,226095773,51930898,87415779,207,3,1,127,0
5.545016979,66.93482825,153283969,71020211,80056932,220,4,1,132,0
5.606661445,64.14453887,352958502,55724871,87653375,219,5,2,127,0
5.070657926,73.22861793,151330344,45570162,77064689,207,4,2,108,0
5.061367476,59.68306295,331397003,40428611,64536157,230,3,1,123,0
6.485666794,51.65412972,377368851,61770293,87527246,228,9,1,117,0
6.367878545,50.47888714,380244598,79031152,61022671,208,4,1,116,0
4.923387495,70.67146402,401388844,54765447,63286900,214,2,2,126,0
6.741365332,63.11839094,449143768,54287693,78032336,229,2,0,104,0
6.858445051,69.3811013,299983596,53763664,80612651,225,1,2,120,0
4.980227626,55.86064,392099675,60821753,87176139,209,3,1,113,0
5.063274846,58.62709364,347669094,57626595,58192096,228,3,1,108,0
5.51690246,50.75259681,174655975,75196585,81919921,215,10,2,122,0
6.823362438,74.03730811,110275857,60220831,79541842,235,8,1,110,0
6.628958299,66.69669767,213816554,60310313,52551782,219,2,1,119,0
4.307703888,73.33012719,277213482,45534863,65488925,236,4,1,103,0
5.17819223,56.63741019,346842377,79309581,61310618,221,3,0,145,0
5.660113569,65.28659028,439983732,49998915,62179616,206,4,1,82,0
5.509397418,66.96249921,178498286,42934562,89317875,222,4,1,123,0
4.581589204,57.93874251,150219915,66525849,75711096,239,4,2,147,0
6.576450314,71.20273088,485391978,63814654,78707046,228,3,1,114,0
6.030822349,73.67903657,143217823,56605826,89064705,215,4,2,110,0
6.513725125,72.12137794,291396428,56887689,65088071,237,5,1,125,0
6.576292838,68.4766744,334225491,71402556,82073606,227,1,2,110,0
6.245067561,56.93661699,316549768,47828505,67381238,237,5,1,120,0
5.317631804,57.04040105,134412862,72810132,84781346,230,2,1,132,0
5.831640265,74.08400801,122810765,65949884,57226301,213,4,0,116,0
4.481096218,50.2571124,142193370,56758790,87907447,232,3,1,115,0
6.020936252,67.90124933,334235073,58321144,58750868,208,4,0,150,0
4.537759767,67.65615406,317737955,50265888,63048820,226,4,1,111,0
6.081848772,65.56723852,193496316,70084573,80247689,223,2,1,125,0
4.688794482,74.75272115,355109656,60514989,65750205,212,7,1,100,0
4.3526539,57.79698589,428027000,52834181,74328455,225,2,2,110,0
4.49585347,58.49929659,116631583,63842004,67782940,228,3,0,130,0
4.005976406,51.97348507,299251977,79829378,79694797,227,5,1,93,0
6.156218854,61.06995341,375724164,57410491,59133250,227,4,0,117,0
6.197203147,56.52621316,200924770,76827656,52338319,207,5,1,132,0
5.54480005,58.58466755,223108362,53800673,61997175,222,2,1,127,0
4.484088403,70.86429476,345455161,42189308,68972346,228,5,1,114,0
4.250663013,73.38711284,459174117,48169684,56720802,204,3,2,111,0
4.057386899,54.6433268,423969768,56747805,64191891,206,5,2,112,0
4.497244531,59.31272329,333252087,48785397,65999320,235,4,1,132,0
6.672566605,73.21576405,392088687,40009081,52295673,226,4,1,111,0
4.724610525,51.54521152,245928988,76600061,73332289,201,3,2,127,0
5.062813982,52.3090132,356386211,73755176,85373737,224,7,0,118,0
4.316036453,54.06977473,286472636,69691689,56069716,208,4,1,120,0
4.667083914,64.88032085,175974454,46712583,73912320,226,7,0,134,0
5.557673712,53.76180678,380695309,44814543,76589568,200,8,1,110,0
5.823258049,74.20190954,322585854,42704189,66773387,222,1,1,115,0
4.736056942,61.16786318,243448632,68961167,78043903,209,4,0,107,0
4.173196478,62.53794901,464535676,77152318,66429261,224,1,1,117,0
5.173098607,56.1664654,108373647,57221432,70185491,202,3,0,117,0
4.702610113,61.77400631,226309260,44765626,50294121,205,8,2,120,0
4.65866177,66.54784082,122752559,60495712,77668804,205,6,1,129,0
6.879588408,68.77942842,406610926,53953276,76453707,201,5,1,118,0
5.848901458,68.84670207,380842981,54992996,51536035,217,4,1,128,0
5.67063533,64.44727782,232540887,64853224,64730004,222,7,1,99,0
5.247325311,72.60899437,370265160,68748724,89161273,201,9,1,109,0
5.286833,70.43519618,258374890,44424143,66829462,211,4,2,121,0
5.622715012,68.92620287,402501516,41423609,70077816,221,1,0,111,0
6.089289421,51.39013804,281673465,79773212,86397206,236,9,1,115,0
6.106438289,50.17194906,264911891,49309133,78690475,219,4,1,107,0
4.515081723,55.31118193,473891966,42153220,73282805,238,5,1,119,0
5.500338256,66.58808985,200351639,47595013,81912187,223,2,1,118,0
5.235874285,60.27993722,148178935,41558313,84574650,219,4,0,133,0
6.611580899,60.06015648,333817245,55672435,68275522,200,3,1,113,0
5.894256764,72.11467221,487728724,72096071,69004334,200,5,2,139,0
5.597512199,72.3890712,251135685,53649777,65442037,216,8,1,113,0
4.346183927,72.7293816,124814705,57767336,88668245,200,5,1,139,0
5.816913668,57.84695191,235722106,67023470,77886650,229,5,0,122,0
4.351611717,67.27639532,302372661,60355762,53328922,202,3,1,118,0
5.011619727,56.79082953,164769202,74457827,84518384,210,9,0,133,0
4.428525894,54.76524583,363240887,74641427,69222397,223,3,1,113,0
6.076220941,54.61581143,499099755,40396427,52750156,221,4,0,112,0
4.618756342,58.55269052,280695790,71121852,71988690,225,3,2,139,0
5.17557812,60.74894049,241891422,58429344,66686571,212,3,0,131,0
6.687024333,70.77372928,260281666,79553621,85109976,200,2,0,109,0
4.61294915,52.99727734,146058471,59329283,58159784,223,6,0,103,0
5.523415192,68.37314618,453309440,79475837,83058584,209,4,2,108,0
5.257814983,63.28637285,265930262,70182774,72307547,234,3,2,114,0
4.054372123,57.19863357,254909764,49944195,52184412,223,3,1,120,0
6.378274341,62.32048961,363876109,61535799,88873812,227,5,2,119,0
4.207137719,57.49855174,276813368,79685425,70504609,235,5,2,139,0
5.422765063,64.90204888,359293387,74301224,61635074,215,2,2,140,0
5.682034885,60.84609807,124578516,43894675,68776273,239,5,1,117,0
5.88527937,54.11013823,425489337,68254879,84314311,215,7,1,115,0
6.065894888,52.91457686,476201581,53823183,62196124,216,5,2,105,0
4.759817151,63.66739205,359506154,40279290,57707055,214,5,2,117,0
4.02993633,72.56032583,481826371,56139238,55162849,215,6,1,116,0
6.170330987,58.59894216,160572925,49390176,61914375,214,2,1,120,0
5.606969798,68.32500268,290966475,72754770,81201923,233,4,2,125,0
6.50835311,66.46653387,340722693,53493224,68865054,210,1,1,118,0
6.464165089,73.28887286,332694658,73100947,59099264,200,2,0,120,0
6.529978503,70.52452543,260584711,40023917,56647399,214,2,0,119,0
5.45528398,64.16513147,235233763,52312766,63309179,225,2,0,127,0
5.000885188,66.42576246,150729609,49646608,87596974,203,2,0,138,0
6.374674608,72.45966166,256696980,49342694,63721068,204,2,1,149,0
5.353882339,59.98796961,165064326,42727464,89524963,234,3,1,117,0
4.550326589,58.16986765,393746270,47484970,69409218,212,5,1,104,0
6.564922059,50.27027709,183532374,62221982,57166556,209,5,1,114,0
6.64767963,70.66377685,123426122,51654442,85645603,210,5,2,110,0
5.398929268,70.02451751,320946455,56695791,68414214,217,1,1,121,0
4.227099182,52.61136295,338091893,55074675,78386853,233,6,1,117,0
5.16347827,64.42143453,448765224,75036196,89348463,238,4,2,109,0
6.410612978,61.59954245,330792644,76211959,52007014,222,6,1,120,0
6.705322086,52.96772739,238192341,59718278,53867782,206,7,2,142,0
4.610418227,74.51420568,421204752,53206238,78818269,238,7,2,120,0
4.200920836,55.36739719,316111557,44272028,61273000,202,4,2,110,0
6.632051359,51.6808545,131712113,78136115,57372055,211,6,1,117,0
5.168214817,64.87118449,326340224,42409077,51574475,206,3,2,119,0
5.625282893,68.47166693,463207418,51906011,50873868,225,5,0,128,0
6.904197436,50.81108615,258525050,51922648,80979424,232,5,1,124,0
4.199694184,66.46794097,218530320,52816051,55377337,236,5,1,106,0
5.944954022,63.3072969,157387782,46571473,68708824,214,4,2,130,0
4.222316268,52.58162522,160578208,71326457,74235872,201,6,1,108,0
5.126406785,54.31309692,273108593,44899914,67134072,206,3,1,122,0
6.411443636,64.19935743,338271929,65396266,51084266,231,6,1,106,0
5.300416698,57.40894034,132246162,44953841,81340060,203,3,1,112,0
6.991547062,73.45789322,475827435,42821425,50420528,219,3,0,114,0
5.677177855,70.46850574,402053446,76377180,80475595,235,3,0,118,0
4.963486458,74.58918016,334649567,47605150,85732179,231,4,1,120,0
4.660333978,56.49177097,431375468,72850006,67313596,227,4,2,117,0
5.051561603,74.24309082,132074702,61785234,71421698,212,3,1,118,0
5.117599821,60.78084674,290735551,43114260,69079335,200,6,1,120,0
4.206141033,58.68796988,352037250,78217927,65568344,234,2,1,125,0
5.108722598,51.25873817,431461162,49878446,85496981,229,3,1,125,0
5.392715559,51.31913145,413387824,74385813,85757340,235,4,1,140,0
6.168213257,67.3002814,210827699,46752400,63432654,224,6,0,125,0
5.970188454,61.44822486,476352067,74157715,74602790,215,5,2,130,0
6.126296966,55.66304065,149738336,40529152,87076302,218,5,2,101,0
4.025091046,65.34925766,450053447,60471218,88482339,200,1,2,124,0
4.653002199,56.32145296,488376099,70777703,70358361,204,3,0,125,0
5.985052865,64.44079386,170861409,77391820,68112992,221,7,1,115,0
5.451968105,58.98021867,388826425,76368085,61147772,223,4,1,112,0
4.015940427,70.58880567,116114207,72784994,88354874,236,3,1,132,0
6.413483927,70.51740402,262169130,75527653,55712572,235,2,1,109,0
6.31842872,61.93375995,306513319,47968787,73193183,235,3,0,121,0
5.645257489,58.77047773,332258090,51367371,61302010,203,2,1,112,0
4.199389977,59.06399491,474374899,51558740,61160331,235,4,1,117,0
6.299545149,70.14286314,368900274,55082157,66198743,217,6,1,137,0
5.751140763,58.20448707,292511180,55732826,89951717,215,2,2,118,0
6.345879931,55.22648434,423870014,61782212,52198652,217,9,1,103,0
6.255240977,52.11720855,480213128,46395190,73141672,221,3,1,125,0
6.409006216,61.66732802,108826459,67649866,53302886,201,4,2,129,0
5.554024199,62.05330247,493008508,46702661,56180833,220,1,1,127,0
4.420973555,71.02271776,134452855,52412339,67582517,235,2,1,141,0
6.01347242,55.53096741,425754711,60133805,70418405,238,1,0,106,0
5.861421355,59.52478184,212133901,71857622,60351696,238,5,2,119,0
6.226759562,70.21014347,152871863,69578769,62658285,228,5,1,118,0
4.509643018,70.59059027,275942255,65821374,53478680,225,7,1,112,0
4.5849256,59.6152769,357582631,46230930,62128791,220,5,2,125,0
6.671228552,61.47810058,252380738,61881813,88662337,216,3,1,101,0
6.249933395,57.58214727,121826163,43497860,87788295,215,4,2,135,0
6.724685466,73.31387196,339784455,55094527,63395131,230,4,2,112,0
6.276145963,52.96609414,460961310,56540661,72834157,208,3,2,127,0
5.791465918,73.34373558,253286146,41592457,86383815,230,4,2,122,0
5.962398211,67.0966613,186533111,50959523,50247352,213,4,1,116,0
6.667383772,63.28930382,277030938,78225978,82427342,236,7,2,111,0
5.736420264,50.81647652,119345084,78145304,87934782,201,6,1,123,0
5.897173973,61.8899048,428195033,54093082,53653029,213,3,1,95,0
4.469430148,60.19370263,430536324,41724004,56457907,232,6,1,130,0
5.42176366,54.0304703,335200185,47163797,88429852,234,3,0,130,0
6.149191336,66.41024009,241241155,55688711,71501605,238,3,1,132,0
4.812828095,74.27877268,419913345,77911187,50567865,219,3,1,130,0
4.606762542,64.05472028,321874809,45647962,60305279,201,2,2,102,0
4.941480425,67.86883191,430372923,70540633,67997746,218,6,1,137,0
4.724501884,51.71126131,352583517,44347301,77716356,236,7,1,128,0
4.644737911,60.4416749,413762189,79250303,79326415,217,3,1,119,0
5.274552529,52.90896213,339425197,55264659,89816860,215,4,2,107,0
6.723515542,65.31989589,265656427,71009381,61500447,203,3,1,116,0
5.52117894,73.46205396,483178343,53703643,71528804,211,7,1,128,0
4.563761142,66.54444331,316445529,65106755,71332941,228,3,1,115,0
4.230915008,51.92007621,342035807,47680643,66225810,206,5,1,113,0
6.088468435,58.86665512,188195055,45840840,56766475,213,4,2,110,0
5.148396293,63.76658449,350260315,77522565,89098262,211,2,1,122,0
6.46549284,60.0801939,328643059,76705891,84132687,234,2,2,112,0
5.978532306,70.84110026,173935359,75498757,69933321,204,4,2,117,0
6.388724352,70.36677512,123834838,65017338,74129816,216,6,1,128,0
4.815838118,65.2957755,341743727,72330728,59090442,231,2,2,132,0
6.077076767,59.33644863,405476907,42761477,71751482,209,3,2,150,0
4.792185954,56.38340934,309360548,53391561,77798805,216,4,2,127,0
6.817205438,52.64685796,190709050,52548124,70606681,204,5,1,113,0
5.909122845,58.87244209,366608790,65425812,89611406,208,4,0,122,0
4.973535401,60.32931293,132042290,54238310,74453666,232,1,0,131,0
4.808535587,66.89557313,276733481,45940271,64838948,235,4,1,122,0
4.572779755,66.45399561,165346703,63858683,80886081,235,5,2,134,0
6.083922877,51.75270349,173783620,72575356,56818500,217,2,1,117,0
4.656146839,59.88148289,180917579,55284939,65380632,208,0,1,117,0
5.785909798,54.54447168,254682822,45290748,63878358,228,4,2,115,0
4.793905081,53.92031763,120460082,47867527,67272283,213,2,2,138,0
5.985906834,70.68255374,259117376,49499332,81271193,224,2,2,122,0
6.444819186,51.04788042,304682978,51995903,69366921,214,5,1,129,0
6.334075729,60.4795719,293317713,65711802,81760578,205,1,2,107,0
6.282553993,54.20509139,253113640,64037819,73059556,228,4,1,144,0
4.563167217,71.98325539,435658643,67843194,63682777,214,9,2,137,0
4.265154841,63.92601283,158130676,54500079,82399149,228,6,2,121,0
6.096846485,55.78451591,302278697,72959906,59531586,203,5,1,121,0
5.105041641,62.56068218,124816566,48163506,58975319,217,0,1,111,0
5.297038679,68.28715899,128462271,58761629,70180116,238,3,2,125,0
4.093447278,73.95295022,329546339,72037548,60433969,215,3,2,129,0
4.778729348,55.51115011,326407369,47206345,50363481,210,1,2,136,0
4.101029212,72.1545443,451213405,44394524,75931901,213,5,2,116,0
6.637557318,73.35760285,323149470,75347358,70443752,202,2,2,124,0
4.73019005,72.91051361,483916408,53717186,67820712,237,6,0,132,0
5.672011509,65.88535892,119477939,67354804,88678740,217,2,1,109,0
4.116937962,65.74551636,139203073,41013944,72847967,219,4,1,132,0
6.000542174,60.08026583,117626344,67601875,84537263,224,5,2,102,0
4.969082037,68.80994706,174110740,52644052,55578009,237,5,2,119,0
6.693757561,63.28235046,316508044,42229634,72768258,212,1,2,140,0
6.664354567,66.93595178,358228872,64392510,84719185,203,3,1,115,0
4.975871855,60.7114476,118234063,49632152,73324230,213,7,1,118,0
6.702882687,68.2874116,478388355,55472289,78720567,232,3,2,127,0
6.98847302,70.61178794,436866150,43223232,64881742,227,5,1,130,0
