cpu_usage,ram_usage,disk_write_bytes,net_sent,net_recv,process_count,keystrokes,mouse_clicks,mouse_moves,label
0.4,78.1,5045957632,10814972,87188579,172,0,0,0,1
0.0,78.1,5046092288,10815027,87188997,172,0,0,0,1
0.0,78.1,5046341632,10815027,87189203,172,0,0,0,1
0.4,78.0,5046345216,10815027,87189563,172,0,0,0,1
5.4,78.0,5046345216,10815027,87189563,172,0,0,0,1
0.0,78.0,5046592000,10815082,87189629,172,0,0,0,1
0.0,78.0,5046600192,10815082,87189689,172,0,0,0,1
1.2,77.9,5046604288,10815137,87189863,172,0,0,0,1
0.4,77.9,5046604288,10815137,87190093,172,0,0,0,1
0.4,77.9,5046608384,10815137,87190339,172,0,0,0,1
0.4,77.9,5046612480,10815137,87190393,172,0,0,0,1
0.0,77.9,5046727168,10815137,87190453,172,0,0,0,1
0.4,77.9,5046727168,10815137,87190805,172,0,0,0,1
1.2,77.9,5046731264,10815137,87191043,172,0,0,0,1
0.0,77.9,5046735360,10815137,87191043,172,0,0,0,1
1.2,77.9,5046801408,10815137,87191105,172,0,0,0,1
0.0,77.9,5046805504,10815137,87191307,172,0,0,0,1
0.0,77.9,5046826496,10815137,87191369,172,0,0,0,1
0.4,77.9,5047166976,10815137,87191553,172,0,0,0,1
0.8,77.9,5047167488,10815137,87191677,172,0,0,0,1
0.8,77.9,5047192064,10815137,87191737,172,0,0,0,1
1.2,77.9,5047286784,10815137,87191967,172,0,0,0,1
0.8,77.9,5047369216,10815191,87192148,172,0,0,0,1
0.0,77.9,5047369728,10815890,87192910,172,0,0,0,1
0.0,77.9,5047369728,10815890,87192910,172,0,0,0,1
0.0,77.9,5047370752,10815890,87192910,172,0,0,0,1
10.6,77.9,5047396352,10815890,87192964,172,0,0,0,1
6.2,78.5,5047443456,10815986,87193190,177,0,0,0,1
4.3,78.6,5048008704,10816041,87193588,177,0,0,0,1
0.0,78.4,5048824320,10816041,87193588,176,0,0,0,1
5.2,78.8,5048931840,10816041,87193648,176,0,0,0,1
13.8,78.5,5049441280,10816041,87193756,177,0,0,0,1
7.8,73.2,5049814528,10816083,87193912,177,0,0,0,1
0.0,73.1,5049911808,10816083,87194034,177,0,0,0,1
0.8,73.2,5050463744,10816083,87194096,177,0,0,0,1
0.0,73.2,5050465280,10816083,87194156,177,0,0,0,1
2.3,73.2,5050629632,10816083,87198564,177,0,0,0,1
1.2,73.0,5050631168,10816138,87199786,177,0,0,0,1
0.0,73.0,5050707456,10816138,87199972,177,0,0,0,1
0.4,73.0,5050708992,10816138,87200332,177,0,0,0,1
0.0,73.0,5050710528,10816138,87200332,177,0,0,0,1
0.0,73.0,5050722816,10816138,87200394,177,0,0,0,1
0.4,72.9,5050763776,10816138,87200570,176,0,0,0,1
0.8,72.9,5050765312,10816138,87200624,176,0,0,0,1
0.4,72.9,5050766848,10816138,87200624,176,0,0,0,1
0.0,72.9,5050885632,10816193,87200810,176,0,0,0,1
10.1,73.1,5050887680,10816193,87200864,178,0,0,0,1
6.8,73.4,5051480576,10816193,87201094,176,0,0,0,1
2.0,73.3,5064095744,10816248,87201400,176,0,0,0,1
0.4,73.3,5064095744,10816248,87201400,176,0,0,0,1
0.0,73.3,5065056256,10816248,87201400,176,0,0,0,1
0.0,73.3,5065218048,10816248,87201454,176,0,0,0,1
28.1,76.1,5067342336,10834694,87242402,179,1,4,0,1
9.4,75.6,5069881856,10835677,87247109,178,0,0,0,1
3.9,75.6,5083534848,10839506,87252772,181,0,0,0,1
12.5,77.1,5084399104,10840164,87252826,181,0,0,0,1
7.0,77.2,5086836736,10840244,87254559,181,0,0,0,1
18.3,77.4,5097812992,10840827,87254903,182,0,0,2,1
14.7,78.2,5101876224,10840827,87254965,182,0,0,0,1
2.0,78.3,5101966336,10840827,87255081,182,0,0,0,1
6.9,78.9,5104424960,10840827,87255195,182,0,0,0,1
0.0,78.9,5107615744,10840913,87255273,182,0,0,0,1
3.1,78.8,5110417408,10844400,87262672,182,0,0,0,1
0.8,78.9,5110470656,10844586,87264481,182,0,0,0,1
2.0,78.6,5112891392,10844586,87264705,182,0,0,0,1
0.0,78.6,5115480064,10844586,87264765,182,0,0,0,1
0.8,78.7,5117659136,10844586,87265005,182,0,0,0,1
4.7,78.6,5118375936,10844586,87265059,182,0,0,0,1
0.4,78.6,5120718848,10844586,87265059,182,0,0,0,1
0.8,78.6,5123213312,10844586,87265175,182,0,0,0,1
0.8,78.5,5125363712,10844586,87265175,182,0,0,0,1
1.2,78.5,5125416960,10844586,87265237,182,0,0,0,1
5.5,78.5,5127809024,10844586,87265297,183,0,0,0,1
0.4,78.7,5128905216,10844586,87265357,182,0,0,0,1
3.1,78.6,5135057408,10844586,87265473,182,0,0,0,1
1.6,78.5,5135168000,10844586,87265657,182,0,0,0,1
1.2,78.3,5135364608,10844586,87265781,182,0,0,0,1
3.1,78.3,5135438336,10844586,87265903,182,0,0,0,1
0.0,78.4,5135852032,10844586,87266011,182,0,0,0,1
2.4,78.4,5135983104,10844955,87266434,182,0,0,0,1
3.1,78.6,5136048640,10851048,87284745,182,0,0,0,1
2.7,78.3,5136216576,10852287,87288320,180,0,0,0,1
3.9,78.4,5136359936,10854035,87289155,180,0,0,0,1
3.1,78.8,5136417280,10856403,87295362,180,0,0,0,1
7.9,78.3,5137908224,10856403,87295540,180,0,0,0,1
1.2,78.1,5151389696,10856699,87295872,180,0,0,0,1
4.7,77.9,5154125824,10856699,87295994,180,0,0,0,1
5.4,78.3,5154211840,10856699,87296054,180,1,34,0,1
5.1,77.5,5166468096,10856699,87296170,177,1,37,0,1
